click_count,avg_click_interval,click_interval_variance,click_interval_entropy,mouse_velocity_variance,max_element_click_rate,scroll_events,keystroke_count
18,367.254855906078,90298.7162478753,3.277097846720433,0.7130417866712592,3.5604087618753573,6.0,47.0
22,48.59882859752395,103731.71938535152,2.7626017383975,0.6688112279412735,1.262154998513873,1.0,53.0
6,918.206827691523,195339.13635919546,2.9349615995821137,0.12829740823012575,0.2661860479990277,1.0,9.0
7,535.683223251267,120424.54568253923,2.5006204706301527,0.07304267150810492,1.984820426823335,0.0,11.0
2,1498.8184450234394,204003.9716990092,1.5858589140592727,0.00379673830476681,1.6514244943910896,3.0,8.0
4,924.5942815083106,248962.49728269916,3.659151042313469,0.9680696605472979,1.2515504264788604,7.0,5.0
22,426.3674063508862,131718.61175452374,3.5940127903986117,1.0884469617719288,2.318851209759247,6.0,39.0
10,0.0,60660.968539156194,1.238597173733767,0.06598002910418269,1.3328191591778171,1.0,16.0
5,975.3600611939839,220576.45715602135,3.130868221151116,0.5722758356543699,0.7369091005164224,11.0,10.0
19,523.0161429638,149696.08271376786,2.13162767383134,0.8988070332350828,3.310573891337622,3.0,60.0
5,701.8778379386929,137955.23264031828,2.4639846451992953,0.006167851736671143,0.4913226435530278,3.0,9.0
14,481.35673107755065,195924.6806327402,2.6600471869439293,0.7916647825757481,1.1496959123723272,2.0,43.0
4,1115.6507872606328,238012.25955027566,3.896370622482317,0.35502607960011107,1.4826340843185934,8.0,14.0
1,1292.4876190916464,167466.29432617905,3.2315639272276537,0.4661288239470309,0.19741449696101063,8.0,8.0
23,224.79674743216316,41543.1836346785,1.9800013495925315,1.2411241934851367,1.8224119409285597,4.0,41.0
4,1299.034137141283,277260.4009605817,2.9533714614186684,0.5561568432168537,0.31756158023462167,8.0,2.0
3,1050.793688575772,73351.25997882194,2.3110972264169924,0.7495200283101208,0.8285722705556381,8.0,9.0
4,1351.2812244115153,233795.30868422225,3.064107542967031,0.296519181704659,0.35385619854603845,5.0,5.0
11,997.0211433160162,43872.9754993642,1.5854364450802194,0.038003663433207574,1.3408668326332323,7.0,13.0
9,657.9378792091412,262676.09620934527,2.6366484514523676,0.04748434591918849,1.014206659056542,8.0,9.0
22,455.3987682326716,118624.72278816548,2.455673127146544,1.1330170847619605,3.7218892597621847,7.0,47.0
7,960.6028100453285,47730.21633371657,1.947809405152309,0.04225215777136211,1.9275667899566518,1.0,16.0
10,526.0987074525985,205845.69249230158,2.516490127477954,0.03266194001881492,0.7845436743231223,2.0,13.0
6,822.6408030029785,256652.0710301076,1.7196082633399303,0.0786292578812377,1.253750479131837,3.0,17.0
22,191.0968580337235,191243.67981144832,2.8379192785044283,0.466904900257519,1.4599250345635821,3.0,49.0
16,297.61171102931826,155521.76806553768,2.0801285790678534,0.4036244326736898,3.604286406490968,7.0,45.0
3,1237.252705423384,138566.78501959663,2.880049010201355,0.4260350019798578,1.2804787982731591,10.0,9.0
4,283.0819177667738,124195.39254511877,2.6801172426368893,0.0,0.9039641606440029,2.0,8.0
6,1310.7049313475502,112040.42648381952,3.2524897427887134,0.5524156873699229,0.8452915771239945,10.0,12.0
3,1492.7368283213311,149329.49827699043,2.6969717471441577,0.04466966556556583,1.4317557898915327,1.0,11.0
8,743.9139623278171,82339.06785333158,2.8616370877332686,0.5614664247578388,1.167039547677149,9.0,16.0
7,1014.3763133133959,81156.12857069819,1.8320750649846549,0.020494804504830454,0.862820681692515,3.0,15.0
17,574.1756944628604,83297.8832663226,3.027518222063056,0.7747258888900538,1.3419197564110275,2.0,41.0
9,1231.365545588706,186586.1922594758,2.0462957490094587,0.07622094778589829,0.4330780074774364,1.0,15.0
8,708.4184383594211,154080.27916270168,1.9602819746218065,0.006631900321674732,0.5422527551040942,0.0,6.0
14,492.8008202600999,86987.84736711337,1.981178831310937,0.840526435720985,1.6412633693911074,7.0,49.0
14,934.4098564875698,114984.47421693301,2.9824636183977513,0.09613527998475127,0.6383376426253685,3.0,11.0
22,275.4243596260379,90489.29077383596,2.0424961856332544,1.3878852659237513,3.9807699916795554,1.0,54.0
8,784.9528383617866,162067.13546368608,2.409866281110556,0.06704510800284123,1.5473968515695884,2.0,12.0
7,524.3753262735895,144067.63567062528,2.1389841280761233,0.04114862463828586,0.8458196405016526,3.0,6.0
4,1250.4945997738885,205102.6447669384,2.149643646105667,0.04482510143576582,0.8303900485498992,2.0,20.0
6,683.4539698212246,171057.9835509832,2.188901236340251,0.038037700446715506,1.222765116161051,4.0,9.0
24,613.1553088898315,120820.82678299771,3.234803711950432,0.9497076828011273,2.914165289495931,2.0,51.0
19,553.0262028899735,149028.33467989665,2.6847137308182147,0.7720245066201876,1.2732423183120452,6.0,46.0
4,1429.9165429717198,193813.8698731523,3.1314576103219234,0.5034224058629718,0.7795220532368718,5.0,7.0
5,1102.5018459667317,255431.96301400865,3.045040578521817,0.03089184903452744,1.104969010938414,3.0,9.0
5,1603.8299383542774,187538.36969553132,3.015021230664225,0.45596534889204837,1.1827854952675083,7.0,6.0
16,641.0599353419195,45030.64005211483,3.02205112654793,1.1710133497618591,2.9747144631737292,1.0,49.0
8,1590.3594876725033,190028.45105132312,2.6805718938855785,0.036245866568571254,0.22720230076935172,5.0,18.0
3,984.0031400334183,176348.55571683354,3.375587787481917,0.550644868329901,0.7317014385897547,7.0,8.0
6,1010.0181885869182,86797.96769681189,3.4108604143572605,0.4671293801218021,0.22225832158185677,15.0,7.0
5,1309.368443206637,262523.1843045076,2.93885800327431,0.10417742796212437,1.1863634722498435,11.0,10.0
10,580.8824365976384,215792.23431629175,1.8865958795680093,0.05074784733435662,0.7508349375141947,6.0,12.0
7,1055.4689639403205,236252.22541069897,2.1700182909839656,0.06210334602342685,1.7357011983833914,2.0,10.0
11,426.8332952737187,41199.785742158725,2.292773985027477,0.861850887652865,2.5998537750061925,2.0,41.0
6,1259.3489617003038,182846.70925423768,2.578688757236423,0.06013151759434355,1.5696559387050963,2.0,13.0
5,1638.6763812104186,206392.03100279448,3.0989085808435024,0.47261798106258046,0.8195531175317038,9.0,3.0
6,1374.6511778331426,137872.6040220037,1.6244744191310851,0.05049523284678935,1.0187241970847045,1.0,9.0
7,871.9961539680022,132397.78213772728,2.573409469289629,0.09658374949995271,0.8311135643667598,0.0,10.0
8,1021.7367382855,162970.1110057811,2.518434540413448,0.19417211758943376,0.8866573442019969,9.0,5.0
15,434.28989508043037,137726.39943391705,2.3203148610023527,0.9943420745534658,2.4530315448303366,5.0,61.0
8,899.2188359269988,232382.22284513558,2.3767114879634788,0.09656305008529367,1.139547952189931,6.0,11.0
16,328.36775672954144,176121.33710107463,2.7830936170278826,1.0314473162080968,3.569829415862173,6.0,62.0
10,514.266826651515,155648.7339154331,2.484199972110408,0.23642515761292654,0.6136157520007212,12.0,5.0
5,1352.906769367397,148025.92555612803,3.257142197585179,0.5138971874819617,1.3417053548440407,9.0,9.0
10,489.8303693330119,138056.9527518492,2.4357738711504764,1.0253972123217523,3.115427316845791,4.0,49.0
22,786.7495828186659,75580.83512975041,2.3304711688961386,0.9197656271713232,2.9698817325047893,3.0,47.0
5,728.654294664635,241274.746195018,3.3701127570867326,0.640342042066121,1.4508361918293944,11.0,11.0
7,1297.3974706507554,209719.92227016162,2.9093890110468648,0.55790209596221,0.5654268055466936,6.0,4.0
5,1056.9370618068492,206117.40002440853,3.3506423519368718,0.3196633872971363,1.4149058928287592,10.0,4.0
3,1068.6788032787026,253185.1065867154,3.2259105057256603,0.6404583243617528,0.38622491389192815,5.0,7.0
5,1084.5537733539002,197917.95284122872,2.9927508180842883,0.04569817943543487,0.5502509573406855,1.0,7.0
4,1225.228316475059,142400.08689370973,2.992351128058517,0.5816212682485203,1.4662506730542582,6.0,15.0
3,1249.72248072354,118702.67241319083,2.5768989347036486,0.007728558816016501,0.856598351343894,1.0,13.0
7,474.15655620565144,195776.39921764864,2.0749082776535617,0.08036729149745209,0.6079828469182464,4.0,13.0
8,1153.0567871630524,191255.4883273504,2.864532378446497,0.44284497441508325,1.137549858281553,12.0,6.0
20,576.2670655696664,104336.05925550949,3.006168165990803,0.8240027027757794,1.8991347086303572,3.0,41.0
8,1041.9037600295364,165686.4820755927,2.3852149822626183,0.0549984871585997,1.2758259614627327,4.0,10.0
8,1155.0667291671723,116222.46883371842,3.193989386162815,0.08585724373734133,0.7838062162198567,4.0,18.0
10,802.5920440013563,184252.62606564222,1.6375830224707242,0.03721750613850448,1.2103358592638875,2.0,13.0
16,497.17704824579897,128521.82488297543,2.502702750683027,0.9633553113763129,3.9176187633036723,7.0,48.0
27,562.2943221880879,71385.56069571976,2.214122277083848,0.2879672834841698,3.526723417227104,6.0,38.0
7,1247.1566468997903,124989.0601671734,1.709127612649192,0.04600262236174131,1.413878504903402,7.0,14.0
24,735.0792971404608,87135.93309438082,3.1119204689103324,1.1241203892998215,2.7913966945257247,2.0,42.0
8,957.7225979705112,130849.38629021597,2.803382234477238,0.37109423274842923,0.5658692014699511,9.0,11.0
12,1230.181278027333,132215.989485746,2.931691278454011,0.03922157213338842,0.9657207152032493,4.0,18.0
5,1492.7140133007752,277469.72970011225,2.9697315709371748,0.4915684586083706,1.1954182892802707,10.0,9.0
2,661.7424400351691,207538.9614374633,3.5736708146081306,0.6732486737289807,1.2174391236649833,11.0,5.0
6,1869.4496733083247,58247.20604266788,3.2042402761641253,0.6027911972208734,1.1324852782438872,7.0,9.0
5,776.1393521205731,218977.88513795394,2.7811818654394522,0.020408610065180504,1.4345408032660623,2.0,11.0
8,1541.5333016432442,72499.32637314558,2.410896106534152,0.055276527728979064,0.9919691476777761,0.0,13.0
20,521.0854325226238,88853.14609440473,2.7918739762190454,0.8708032590680286,2.3268204772288454,4.0,42.0
5,1073.5071204275448,74766.81294148618,2.3645125175507626,0.009063747608272589,0.16732019980575902,4.0,15.0
6,1153.8007004406504,136186.7888492268,2.7253070417730596,0.4530187291874701,0.5543726684454996,9.0,11.0
6,1329.705814260102,218375.20235962837,3.1168675312829306,0.3928987083650244,0.5311211907267048,7.0,13.0
4,1122.5974391407174,163532.2014138233,3.0084890603337033,0.4833959561492961,0.6001792907944632,11.0,7.0
7,1226.2421261042218,109867.63014428572,3.419246703707662,0.5951711837281678,0.7971132747538487,10.0,5.0
20,391.1564872044287,94978.46558941319,2.2003360226192097,1.116982275470019,1.5091801680756314,2.0,41.0
3,1503.251920506094,155896.6098056161,2.95213643901074,0.5992506246098269,0.7378435525023269,15.0,2.0
16,480.8199444775684,84855.76106293267,2.3003481468391977,1.1339685692537433,2.473874267635672,8.0,45.0
7,1045.9940007318269,115501.72739191898,2.3896769342849056,0.03179455212822056,0.4988268875951388,4.0,15.0
7,1318.3292387061044,178465.23002154534,2.748725395730892,0.024558659158667052,0.7293769330951695,4.0,17.0
3,1089.8388197364754,264838.02437590744,3.2494103195303436,0.39689822988938195,0.1996475184091475,7.0,7.0
5,854.0544464816004,224645.43844113336,2.5230211616585736,0.06798779596703569,1.728367316953679,2.0,11.0
22,543.8378914364404,106622.28432008707,3.0685604960850474,0.8088499605815602,2.8309273554045262,5.0,43.0
5,838.7562662556841,165512.40135380492,2.099318660551072,0.025370762958130236,0.3003528493612795,0.0,7.0
1,1156.9021410308646,147115.07818062356,2.97191055177015,0.10752950250117671,1.291804375016521,10.0,8.0
12,1241.7086060859376,227745.68695271458,3.5680739755127795,0.6886090196051655,0.8136875825849174,7.0,10.0
10,816.4490999852997,144864.83804918535,2.8265201342245385,0.0315100183787521,0.4252457229316424,5.0,14.0
23,712.133100903549,107391.5927837723,2.4661411365464208,0.9199603262267755,1.085585526789336,5.0,43.0
7,919.0771430140235,120415.02814283117,2.519218012262668,0.03183451591794499,1.3876565134480014,5.0,13.0
4,849.155811239095,269600.91786813363,2.800219522845915,0.4779784609657965,0.6954973840601572,7.0,15.0
5,1049.6693430987257,173673.30921258344,1.765351434578935,0.038362849211417256,1.838929705309649,5.0,14.0
20,518.6083126757809,117599.3504410544,2.3333554751169716,0.6571900501876501,3.904112567515078,3.0,39.0
7,1556.8807593204594,96618.5954226245,2.5795657990514425,0.03352083531285125,0.6478370526903808,2.0,11.0
4,970.6221005161092,215068.3029597966,2.7367181147059045,0.011776990898656796,0.4632997743054508,3.0,16.0
7,1659.8620066908936,125883.98962265262,3.4715373776102574,0.6175647453060052,0.6983811682627932,10.0,10.0
5,653.8293606472545,147956.61004610086,2.151579122584086,0.06751509756603871,1.5475904745086995,4.0,12.0
2,751.5731560651068,96456.27871495634,3.132948933289594,0.28192883240076083,0.3049263141354198,7.0,7.0
9,645.6398310915451,93723.9873435409,1.921935488541681,0.06333108338155119,0.18691034111945848,1.0,7.0
6,1526.8609749229922,260212.78468766095,3.645191268237222,0.3671806184416314,0.7928762466873247,10.0,10.0
6,478.78417432922197,150844.38401163055,2.9625692849907805,0.030306640191986735,1.6232044071838534,2.0,12.0
7,1383.8261816199674,132801.3603046436,1.7829040311568651,0.08914675634140941,1.8103020746374026,2.0,17.0
6,890.6459509856309,113283.56742130946,2.752933657299494,0.024200735598507748,0.16198277584197845,4.0,14.0
8,1396.498195043869,176598.05509940028,2.0209242276256245,0.054675192490386285,0.3864649950584964,1.0,13.0
3,208.36154165035157,169640.9787178402,1.9970054535271786,0.07257272355012842,1.0445955003210685,5.0,12.0
10,857.5864761840845,219449.9619531362,2.4366438410491655,0.08452943789266457,1.773376756225098,4.0,6.0
7,1660.8470318564837,180513.89226744743,3.22950684396076,0.414995917318171,0.8466575798541109,13.0,8.0
19,563.4644365990137,125664.04050320528,2.882740394271077,0.9501603972602662,3.2429186001587293,6.0,47.0
5,1451.180539949295,78684.47003097572,2.7779876804153143,0.10556679889141914,1.292347085619642,3.0,8.0
5,1401.6880224121207,241463.06829093402,3.0370510351795694,0.496332545284018,0.5971865014421069,5.0,11.0
2,1735.1767785605307,79900.41769533094,3.007818337919273,0.6207931248699665,0.26777692615768545,8.0,12.0
22,529.2807866528759,95568.84409433216,1.8193170814458268,0.335368477791688,1.767469269899805,3.0,47.0
11,788.9920117906712,149259.72413399635,2.223000923615292,0.4116816069573713,1.2048015318100769,10.0,8.0
7,1083.041623967292,218119.3029747806,1.988333327652032,0.0566855397068004,0.5391444117902546,1.0,8.0
6,1322.970941541862,107601.28328029433,2.3560740392849455,0.04685698133272556,1.6037208840139183,5.0,8.0
24,646.3249338893461,88294.20023277435,2.4546583619568167,0.8844755290274421,3.704086731526207,7.0,54.0
12,1327.4074102671739,179851.37175691483,2.6500424086174292,0.07597286537306816,1.9771961928518353,1.0,11.0
13,788.8430443300646,113881.84827314617,1.1009552072617923,0.09142467781693658,1.3178178490160206,5.0,15.0
0,1284.9159486775961,242173.14053976542,3.2778676496474337,0.6527693789095957,1.1771308050484417,6.0,9.0
0,997.862968302157,206381.77026665074,3.2121476755995197,0.9139913380157282,0.6881883758563405,8.0,4.0
3,1343.7009430178277,189700.23466301252,2.8270795256761834,0.5767386226466751,0.7629555056584466,12.0,7.0
6,966.5534157553566,238751.55739967764,1.9409096614037709,0.026118588634140547,0.19949835221416284,4.0,11.0
13,522.0957820952668,85949.85209743347,2.6731394619903757,0.7929153033266647,1.8665081454334485,1.0,33.0
8,1141.3942341856568,161176.14017573593,2.4593728752145845,0.07387707638453908,0.8809681887701251,2.0,11.0
6,954.7775596756981,213541.40024942573,3.3238630120592965,0.394625851809971,1.2069233364638552,6.0,10.0
6,1143.642179697384,164675.6380397536,3.0327377338118153,0.4628828188719005,0.6912926217810282,8.0,7.0
4,693.5747945956145,151864.30314012806,2.5180423974704746,0.02903671097928084,0.9822512687421993,4.0,15.0
7,1178.23058139987,197988.49361847946,2.8072480796433363,0.0928317051434786,1.576208256286581,2.0,6.0
29,422.225399506348,149072.95840723472,2.277452529315034,1.348245529961123,3.2021767029074084,4.0,41.0
15,663.9834345606309,175189.40844346283,2.8467875357826333,0.8416764979671242,1.228503307602367,1.0,51.0
6,624.703323702004,207303.9149055398,2.2754000321258436,0.07682578797312406,0.4865694124914397,2.0,6.0
17,357.305180525522,64671.5708106657,2.7622758108232355,1.1548753107994674,3.7213010843494776,6.0,55.0
4,368.4320053741217,134984.038526997,3.8854676018638377,0.04577024569215865,1.7312128974130656,2.0,12.0
8,930.8240981516229,209938.59397118038,2.78661902168964,0.4596414471673832,0.8305662678927896,11.0,0.0
10,1507.5447122722494,174154.18132608107,1.2897551636676008,0.05388170293052666,0.5484520335992394,4.0,15.0
7,1313.7356656454572,62772.53276724067,2.205786942422756,0.0572040246100909,1.3502990629135758,2.0,11.0
6,1439.3925763745715,261767.79628529862,3.563447797378368,0.7035427338838296,0.2925729560651955,13.0,13.0
7,717.1634822311861,162978.32295374054,2.170589475776273,0.09411984420362435,1.0836121159942906,5.0,10.0
10,421.14248998878054,181212.02533843758,2.507434236904825,0.10117063432600222,0.27131730299155205,1.0,10.0
17,332.75157464044787,111910.19024598319,2.818034302564484,0.7445057839769228,2.09691349272327,7.0,51.0
10,1317.5022611829872,112227.08624292992,2.172824809989525,0.0700181905155441,1.8192918162363823,4.0,9.0
9,1081.916525390097,233268.1023302118,2.78743543954463,0.5256398378938403,0.3116267414635171,13.0,4.0
14,640.5520905229225,146971.96984148416,2.5965708430451597,0.9018111654502193,3.4885877481474563,3.0,51.0
14,148.77043859133903,171226.22243529046,1.9259221876768366,0.9726174736125262,3.6282252463156155,6.0,47.0
4,1601.797976844,261447.8221867388,2.6370693762510937,0.5941424526209625,0.7800977600973252,9.0,13.0
4,945.0837235566911,150015.4417412475,2.854675196644582,0.7113699406360299,1.4849587340610824,6.0,6.0
6,829.8480920666183,58069.35350177642,2.3875385607392277,0.0,1.1603753004178454,3.0,11.0
3,1350.2751987257573,256467.3481515054,2.389735036285263,0.4165907196457308,0.885785720798697,11.0,7.0
8,940.3173090735833,171183.59372992796,1.9988400579986223,0.10882806118005427,0.34367588641795643,3.0,13.0
10,414.56004039231607,143613.13222426357,3.0707048413001057,0.5903190944021888,0.28519719121344755,6.0,6.0
4,1358.3583972420072,119432.6540999889,1.4625066055528244,0.06079556946239659,1.6863168029835423,6.0,13.0
10,1355.4656851336235,141541.28472194355,2.6035635458673543,0.5656968985667081,0.960874120122717,5.0,11.0
28,697.933820234032,81647.84582516956,3.16026262982728,0.6185589900873255,1.0442248771221196,8.0,33.0
15,448.85912291648515,105658.02001446353,2.77499159571245,1.0224460370338733,3.0157080459512047,4.0,44.0
16,789.979133227646,135260.4980400432,2.7862470021115016,1.0197793328873617,3.167817380997333,5.0,41.0
16,618.2706560019785,59790.631265818105,2.901010265264338,1.0762300374147833,1.3481638564072247,3.0,41.0
17,506.0453899247873,146032.75986971793,2.529610378153352,0.7206958128227243,2.412666402183367,7.0,50.0
7,1461.4573158263802,206820.3877208112,2.4402631336604914,0.7242277507776982,1.452330287157603,10.0,9.0
10,333.2656486267599,111636.03692403,2.7937406805891145,1.106574146317278,1.9836134847475555,5.0,39.0
2,1084.6837870221236,186859.10834940814,2.605423800360301,0.567281668239469,0.7043124676315453,17.0,8.0
28,368.0456480794769,155864.54359300595,2.4762603311993665,0.7606415393756638,3.234598898465744,3.0,35.0
18,284.8891004997146,145013.0505318202,2.4775259455008922,0.908003459851916,2.9283592638910227,1.0,43.0
4,1451.1463458994153,327384.02511188184,2.8777470230372817,0.7384082884796375,0.6277905295132887,9.0,8.0
13,1324.2624303267276,107650.13834797752,3.3228935812145064,0.06300342328918696,1.201564902392405,4.0,16.0
21,656.6819867214775,110769.37179533558,2.080046034011167,0.7546033256730906,3.3455868444981807,4.0,53.0
8,773.5870367758646,139216.20600603288,2.418626361112989,0.04031668689749582,0.6149101440773099,4.0,19.0
11,815.7649250451575,167604.79285080903,2.074160779943259,0.035767068367724975,0.8562955325141922,6.0,9.0
2,1527.5416017223938,148358.43067206113,2.984925151703105,0.5886969071418187,1.231918582564575,11.0,15.0
16,415.55259291846,124593.97832327668,2.1588342120938906,0.7812539034275214,3.5954838201296386,7.0,52.0
9,835.1460888755494,229922.96951216087,3.404696094010003,0.036839470844527204,0.6670132872454434,1.0,15.0
6,845.4054011795342,310311.3066651379,2.534824405258835,0.8229009124639077,1.4765606553461978,10.0,12.0
13,1161.019317285336,318487.87946467905,2.147511934756068,0.02289722531002285,1.412157613520236,4.0,10.0
19,669.8886963382807,76818.69184880177,2.1550827376814357,0.6459977086979956,1.4924241808341776,3.0,42.0
6,1700.1770525248603,196090.34721430324,2.693413427592085,0.2958263908631866,0.8498843139861246,10.0,5.0
21,612.6215358277411,145672.13807370022,2.96592421453988,0.9384550186506029,3.247250924007899,1.0,45.0
18,206.76222656553148,64100.42638556825,2.732996392315751,1.0236935428302218,3.679179737308172,5.0,36.0
18,223.2492404101452,116630.88950345668,2.7013323040426473,0.8229141019017605,2.0634167513150627,5.0,34.0
21,705.5602701708372,142531.91183458592,3.036455453278594,0.9633787122743434,3.1233798407252586,3.0,37.0
11,1341.0888237405552,221763.5916348748,2.664481235137914,0.07999058703184551,1.667522641140867,3.0,11.0
4,1843.7474775229466,137163.8430307462,3.0831442004268323,0.6513239188513154,0.5169900158005438,8.0,7.0
8,1024.2621829653929,317582.316755507,3.4750853536553823,0.6280745696827363,0.8910248764685547,6.0,6.0
4,619.2097751304166,187784.38979088736,1.755233962261192,0.07965743639533301,1.459550548502422,5.0,7.0
9,416.6234138758115,65368.07804214231,3.262388533898583,0.06507090507449477,1.6379641301855223,2.0,16.0
20,281.615581769002,85811.57389571759,3.0899419045450123,0.9413479547824283,1.663992437883152,5.0,49.0
15,532.5110131797462,120761.80640837693,3.2459090542248905,0.8863923701099357,2.506191189012234,4.0,40.0
7,971.4525985023454,172459.34726078148,2.886517308654107,0.4924166899594756,0.5909832584030184,9.0,8.0
21,668.4953796670785,129369.41643242241,2.2224612977685387,0.8611242089280092,3.6809660801856667,6.0,48.0
7,1088.2734505386356,231374.05305371125,2.2488937685495416,0.016655372522747534,1.754097104050512,4.0,11.0
4,961.1807586838098,174872.91303744103,2.96848463996788,0.3007867565035006,0.2916324475685588,8.0,7.0
3,1512.2862521393367,146822.88875732126,2.81638733072844,0.6589728108572944,1.2635181702992333,10.0,9.0
4,935.9964054927708,180683.39838127032,2.947555464527807,0.455013745854291,0.39363459151399216,12.0,6.0
9,1434.118371544063,122255.10933087682,2.1451766303980206,0.06898695601745977,1.2141307227450242,3.0,17.0
6,1165.8999932755694,242556.32969040278,3.287839799049957,0.34496892862905687,1.3438043872017345,7.0,7.0
6,636.0900270867858,233199.8693256548,2.6338479722564068,0.06321148166023588,0.7519592898018811,2.0,13.0
14,871.0638735668844,116060.22375481843,3.2924787606557446,0.691746544421559,1.0404027172643486,4.0,43.0
22,441.9118918851571,70433.1246754473,2.829457517254634,0.8623124839799186,1.943714982091287,5.0,30.0
13,404.4161452931147,120301.54521830403,3.237581037002178,0.8571846103517005,1.745862465360993,3.0,50.0
